auth_name,code,name,proj4string
EPSG,9207,VN-2000 / TM-3 104-30,+proj=tmerc +lat_0=0 +lon_0=104.5 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9208,VN-2000 / TM-3 104-45,+proj=tmerc +lat_0=0 +lon_0=104.75 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9209,VN-2000 / TM-3 105-30,+proj=tmerc +lat_0=0 +lon_0=105.5 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9210,VN-2000 / TM-3 105-45,+proj=tmerc +lat_0=0 +lon_0=105.75 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9211,VN-2000 / TM-3 106-00,+proj=tmerc +lat_0=0 +lon_0=106 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9212,VN-2000 / TM-3 106-15,+proj=tmerc +lat_0=0 +lon_0=106.25 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9213,VN-2000 / TM-3 106-30,+proj=tmerc +lat_0=0 +lon_0=106.5 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9214,VN-2000 / TM-3 107-00,+proj=tmerc +lat_0=0 +lon_0=107 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9215,VN-2000 / TM-3 107-15,+proj=tmerc +lat_0=0 +lon_0=107.25 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9216,VN-2000 / TM-3 107-30,+proj=tmerc +lat_0=0 +lon_0=107.5 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9217,VN-2000 / TM-3 108-15,+proj=tmerc +lat_0=0 +lon_0=108.25 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9218,VN-2000 / TM-3 108-30,+proj=tmerc +lat_0=0 +lon_0=108.5 +k=0.9999 +x_0=500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9221,Hartebeesthoek94 / ZAF BSU Albers 25E,+proj=aea +lat_0=-30 +lon_0=25 +lat_1=-22 +lat_2=-38 +x_0=1400000 +y_0=1300000 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9222,Hartebeesthoek94 / ZAF BSU Albers 44E,+proj=aea +lat_0=-42 +lon_0=44 +lat_1=-34 +lat_2=-50 +x_0=1200000 +y_0=1300000 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9245,CGVD2013a(2010) height,+vunits=m +no_defs +type=crs
EPSG,9248,Tapi Aike,+proj=longlat +ellps=intl +no_defs +type=crs
EPSG,9249,Tapi Aike / Argentina 1,+proj=tmerc +lat_0=-90 +lon_0=-72 +k=1 +x_0=1500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs
EPSG,9250,Tapi Aike / Argentina 2,+proj=tmerc +lat_0=-90 +lon_0=-69 +k=1 +x_0=2500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs
EPSG,9251,MMN,+proj=longlat +ellps=intl +no_defs +type=crs
EPSG,9252,MMN / Argentina 2,+proj=tmerc +lat_0=-90 +lon_0=-69 +k=1 +x_0=2500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs
EPSG,9253,MMS,+proj=longlat +ellps=intl +no_defs +type=crs
EPSG,9254,MMS / Argentina 2,+proj=tmerc +lat_0=-90 +lon_0=-69 +k=1 +x_0=2500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs
EPSG,9255,SRVN16 height,+vunits=m +no_defs +type=crs
EPSG,9265,POSGAR 2007 / UTM zone 19S,+proj=utm +zone=19 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9266,MGI,+proj=geocent +ellps=bessel +units=m +no_defs +type=crs
EPSG,9267,MGI,+proj=longlat +ellps=bessel +no_defs +type=crs
EPSG,9271,MGI / Austria West,+proj=tmerc +lat_0=0 +lon_0=10.3333333333333 +k=1 +x_0=0 +y_0=0 +ellps=bessel +units=m +no_defs +type=crs
EPSG,9272,MGI / Austria Central,+proj=tmerc +lat_0=0 +lon_0=13.3333333333333 +k=1 +x_0=0 +y_0=0 +ellps=bessel +units=m +no_defs +type=crs
EPSG,9273,MGI / Austria East,+proj=tmerc +lat_0=0 +lon_0=16.3333333333333 +k=1 +x_0=0 +y_0=0 +ellps=bessel +units=m +no_defs +type=crs
EPSG,9274,EVRF2000 Austria height,+vunits=m +no_defs +type=crs
EPSG,9279,SA LLD height,+vunits=m +no_defs +type=crs
EPSG,9284,Pampa del Castillo / Argentina 1,+proj=tmerc +lat_0=-90 +lon_0=-72 +k=1 +x_0=1500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs
EPSG,9285,Pampa del Castillo / Argentina 3,+proj=tmerc +lat_0=-90 +lon_0=-66 +k=1 +x_0=3500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs
EPSG,9286,ETRS89 + NAP height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9287,LAT NL depth,+vunits=m +no_defs +type=crs
EPSG,9288,MSL NL depth,+vunits=m +no_defs +type=crs
EPSG,9289,ETRS89 + LAT NL depth,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9290,ETRS89 + MSL NL depth,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9292,ONGD17,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9293,ONGD17,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9294,ONGD17,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9295,ONGD17 / UTM zone 39N,+proj=utm +zone=39 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9296,ONGD17 / UTM zone 40N,+proj=utm +zone=40 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9297,ONGD17 / UTM zone 41N,+proj=utm +zone=41 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9299,HS2-IRF,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9300,HS2 Survey Grid,+proj=tmerc +lat_0=52.3 +lon_0=-1.5 +k=1 +x_0=198873.0046 +y_0=375064.3871 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9303,HS2-VRF height,+vunits=m +no_defs +type=crs
EPSG,9306,HS2 Survey Grid + HS2-VRF height,+proj=tmerc +lat_0=52.3 +lon_0=-1.5 +k=1 +x_0=198873.0046 +y_0=375064.3871 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9307,ATRF2014,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9308,ATRF2014,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9309,ATRF2014,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9311,NAD27 / US National Atlas Equal Area,+proj=laea +R_A +lat_0=45 +lon_0=-100 +x_0=0 +y_0=0 +datum=NAD27 +units=m +no_defs +type=crs
EPSG,9331,KSA-GRF17,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9332,KSA-GRF17,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9333,KSA-GRF17,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9335,KSA-VRF14 height,+vunits=m +no_defs +type=crs
EPSG,9351,NGNC08 height,+vunits=m +no_defs +type=crs
EPSG,9354,WGS 84 / IBCSO Polar Stereographic,+proj=stere +lat_0=-90 +lat_ts=-65 +lon_0=0 +x_0=0 +y_0=0 +datum=WGS84 +units=m +no_defs +type=crs
EPSG,9356,KSA-GRF17 / UTM zone 36N,+proj=utm +zone=36 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9357,KSA-GRF17 / UTM zone 37N,+proj=utm +zone=37 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9358,KSA-GRF17 / UTM zone 38N,+proj=utm +zone=38 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9359,KSA-GRF17 / UTM zone 39N,+proj=utm +zone=39 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9360,KSA-GRF17 / UTM zone 40N,+proj=utm +zone=40 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9364,TPEN11-IRF,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9367,TPEN11 Grid,+proj=tmerc +lat_0=53.5 +lon_0=-2.25 +k=1 +x_0=203252.175 +y_0=407512.765 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9368,TPEN11 Grid + ODN height,+proj=tmerc +lat_0=53.5 +lon_0=-2.25 +k=1 +x_0=203252.175 +y_0=407512.765 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9372,MML07-IRF,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9373,MML07 Grid,+proj=tmerc +lat_0=52.45 +lon_0=-0.85 +k=1 +x_0=49350.157 +y_0=108398.212 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9374,MML07 Grid + ODN height,+proj=tmerc +lat_0=52.45 +lon_0=-0.85 +k=1 +x_0=49350.157 +y_0=108398.212 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9377,MAGNA-SIRGAS 2018 / Origen-Nacional,+proj=tmerc +lat_0=4 +lon_0=-73 +k=0.9992 +x_0=5000000 +y_0=2000000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9378,IGb14,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9379,IGb14,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9380,IGb14,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9384,AbInvA96_2020-IRF,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9387,AbInvA96_2020 Grid,+proj=tmerc +lat_0=57.4 +lon_0=-3.2 +k=1 +x_0=155828.702 +y_0=115225.707 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9388,AbInvA96_2020 Grid + ODN height,+proj=tmerc +lat_0=57.4 +lon_0=-3.2 +k=1 +x_0=155828.702 +y_0=115225.707 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9389,EVRF2019 height,+vunits=m +no_defs +type=crs
EPSG,9390,EVRF2019 mean-tide height,+vunits=m +no_defs +type=crs
EPSG,9391,BGS2005 / UTM zone 35N,+proj=utm +zone=35 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9392,Mallorca height,+vunits=m +no_defs +type=crs
EPSG,9393,Menorca height,+vunits=m +no_defs +type=crs
EPSG,9394,Ibiza height,+vunits=m +no_defs +type=crs
EPSG,9395,Lanzarote height,+vunits=m +no_defs +type=crs
EPSG,9396,Fuerteventura height,+vunits=m +no_defs +type=crs
EPSG,9397,Gran Canaria height,+vunits=m +no_defs +type=crs
EPSG,9398,Tenerife height,+vunits=m +no_defs +type=crs
EPSG,9399,La Gomera height,+vunits=m +no_defs +type=crs
EPSG,9400,La Palma height,+vunits=m +no_defs +type=crs
EPSG,9401,El Hierro height,+vunits=m +no_defs +type=crs
EPSG,9402,Ceuta 2 height,+vunits=m +no_defs +type=crs
EPSG,9403,PN68,+proj=longlat +ellps=intl +no_defs +type=crs
EPSG,9404,PN68 / UTM zone 27N,+proj=utm +zone=27 +ellps=intl +units=m +no_defs +type=crs
EPSG,9405,PN68 / UTM zone 28N,+proj=utm +zone=28 +ellps=intl +units=m +no_defs +type=crs
EPSG,9406,PN84 / UTM zone 27N,+proj=utm +zone=27 +ellps=intl +units=m +no_defs +type=crs
EPSG,9407,PN84 / UTM zone 28N,+proj=utm +zone=28 +ellps=intl +units=m +no_defs +type=crs
EPSG,9422,ETRS89 + EVRF2019 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9423,ETRS89 + EVRF2019 mean-tide height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9424,ETRS89 + ODN height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9425,ETRS89 + ODN (Offshore) height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9426,ETRS89 + ODN Orkney height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9427,ETRS89 + Lerwick height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9428,ETRS89 + Stornoway height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9429,ETRS89 + Douglas height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9430,ETRS89 + St. Marys height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9449,ETRS89 + Malin Head height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9450,ETRS89 + Belfast height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9451,BI height,+vunits=m +no_defs +type=crs
EPSG,9452,ETRS89 + BI height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9453,GBK19-IRF,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9456,GBK19 Grid,+proj=tmerc +lat_0=55.75 +lon_0=-4.35 +k=1 +x_0=93720.394 +y_0=113870.493 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9457,GBK19 Grid + ODN height,+proj=tmerc +lat_0=55.75 +lon_0=-4.35 +k=1 +x_0=93720.394 +y_0=113870.493 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9458,AVWS height,+vunits=m +no_defs +type=crs
EPSG,9462,GDA2020 + AVWS height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9463,GDA2020 + AHD height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9464,GDA94 + AHD height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9468,SRGI2013,+proj=geocent +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9469,SRGI2013,+proj=longlat +ellps=WGS84 +no_defs +type=crs
EPSG,9470,SRGI2013,+proj=longlat +ellps=WGS84 +no_defs +type=crs
EPSG,9471,INAGeoid2020 v1 height,+vunits=m +no_defs +type=crs
EPSG,9473,GDA2020 / Australian Albers,+proj=aea +lat_0=0 +lon_0=132 +lat_1=-18 +lat_2=-36 +x_0=0 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9474,PZ-90.02,+proj=longlat +a=6378136 +rf=298.257839303 +no_defs +type=crs
EPSG,9475,PZ-90.11,+proj=longlat +a=6378136 +rf=298.257839303 +no_defs +type=crs
EPSG,9476,SRGI2013 / UTM zone 46N,+proj=utm +zone=46 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9477,SRGI2013 / UTM zone 47N,+proj=utm +zone=47 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9478,SRGI2013 / UTM zone 48N,+proj=utm +zone=48 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9479,SRGI2013 / UTM zone 49N,+proj=utm +zone=49 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9480,SRGI2013 / UTM zone 50N,+proj=utm +zone=50 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9481,SRGI2013 / UTM zone 51N,+proj=utm +zone=51 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9482,SRGI2013 / UTM zone 52N,+proj=utm +zone=52 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9487,SRGI2013 / UTM zone 47S,+proj=utm +zone=47 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9488,SRGI2013 / UTM zone 48S,+proj=utm +zone=48 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9489,SRGI2013 / UTM zone 49S,+proj=utm +zone=49 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9490,SRGI2013 / UTM zone 50S,+proj=utm +zone=50 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9491,SRGI2013 / UTM zone 51S,+proj=utm +zone=51 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9492,SRGI2013 / UTM zone 52S,+proj=utm +zone=52 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9493,SRGI2013 / UTM zone 53S,+proj=utm +zone=53 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9494,SRGI2013 / UTM zone 54S,+proj=utm +zone=54 +south +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9498,POSGAR 2007 / CABA 2019,+proj=tmerc +lat_0=-34.6292666666667 +lon_0=-58.4633083333333 +k=1 +x_0=20000 +y_0=70000 +ellps=WGS84 +units=m +no_defs +type=crs
EPSG,9500,ETRS89 + EVRF2000 Austria height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9501,MGI + EVRF2000 Austria height,+proj=longlat +ellps=bessel +vunits=m +no_defs +type=crs
EPSG,9502,CIGD11 + CBVD61 height (ft),+proj=longlat +ellps=GRS80 +vunits=ft +no_defs +type=crs
EPSG,9503,CIGD11 + GCVD54 height (ft),+proj=longlat +ellps=GRS80 +vunits=ft +no_defs +type=crs
EPSG,9504,CIGD11 + LCVD61 height (ft),+proj=longlat +ellps=GRS80 +vunits=ft +no_defs +type=crs
EPSG,9505,ETRS89 + Alicante height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9506,ETRS89 + Ceuta 2 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9507,ETRS89 + Ibiza height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9508,ETRS89 + Mallorca height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9509,ETRS89 + Menorca height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9510,REGCAN95 + El Hierro height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9511,REGCAN95 + Fuerteventura height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9512,REGCAN95 + Gran Canaria height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9513,REGCAN95 + La Gomera height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9514,REGCAN95 + La Palma height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9515,REGCAN95 + Lanzarote height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9516,REGCAN95 + Tenerife height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9517,SHGD2015 + SHVD2015 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9518,WGS 84 + EGM2008 height,+proj=longlat +datum=WGS84 +vunits=m +no_defs +type=crs
EPSG,9519,FEH2010 + FCSVR10 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9520,KSA-GRF17 + KSA-VRF14 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9521,POSGAR 2007 + SRVN16 height,+proj=longlat +ellps=WGS84 +vunits=m +no_defs +type=crs
EPSG,9522,NAD83(2011) + PRVD02 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9523,NAD83(2011) + VIVD09 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9524,NAD83(MA11) + GUVD04 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9525,NAD83(MA11) + NMVD03 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9526,NAD83(PA11) + ASVD02 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9527,NZGD2000 + NZVD2009 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9528,NZGD2000 + NZVD2016 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9529,SRGI2013 + INAGeoid2020 v1 height,+proj=longlat +ellps=WGS84 +vunits=m +no_defs +type=crs
EPSG,9530,RGFG95 + NGG1977 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9531,RGAF09 + Guadeloupe 1988 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9532,RGAF09 + IGN 1988 LS height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9533,RGAF09 + IGN 1988 MG height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9534,RGAF09 + IGN 1988 SB height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9535,RGAF09 + IGN 1988 SM height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9536,RGAF09 + IGN 2008 LD height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9537,RGAF09 + Martinique 1987 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9538,RGF93 v2 + NGF-IGN69 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9539,RGF93 v2 + NGF-IGN78 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9540,RGNC91-93 + NGNC08 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9541,RGSPM06 + Danger 1950 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9542,RRAF 1991 + IGN 2008 LD height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9543,ITRF2005 + SA LLD height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9544,NAD83(CSRS)v6 + CGVD2013a(2010) height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9545,LTF2004(G),+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9546,LTF2004(G),+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9547,LTF2004(G),+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9549,LTF2004(C),+proj=lcc +lat_1=44.3791666666667 +k_0=1 +lat_0=45.1833333333333 +lon_0=6.81666666666667 +x_0=150000 +y_0=50000 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9650,Baltic 1986 height,+vunits=m +no_defs +type=crs
EPSG,9651,EVRF2007-PL height,+vunits=m +no_defs +type=crs
EPSG,9656,ETRF2000-PL + Baltic 1986 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9657,ETRF2000-PL + EVRF2007-PL height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9663,EH2000 height,+vunits=m +no_defs +type=crs
EPSG,9666,LAS07 height,+vunits=m +no_defs +type=crs
EPSG,9669,BGS2005 height,+vunits=m +no_defs +type=crs
EPSG,9672,CD Norway depth,+vunits=m +no_defs +type=crs
EPSG,9674,NAD83 / USFS R6 Albers,+proj=aea +lat_0=34 +lon_0=-120 +lat_1=43 +lat_2=48 +x_0=600000 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,9675,Pago Pago 2020 height,+vunits=m +no_defs +type=crs
EPSG,9678,Gulshan 303 / Bangladesh Transverse Mercator,+proj=tmerc +lat_0=0 +lon_0=90 +k=0.9996 +x_0=500000 +y_0=-2000000 +ellps=evrst30 +units=m +no_defs +type=crs
EPSG,9680,WGS 84 / TM 90 NE,+proj=tmerc +lat_0=0 +lon_0=90 +k=0.9996 +x_0=500000 +y_0=0 +datum=WGS84 +units=m +no_defs +type=crs
EPSG,9681,NVD 1992 height,+vunits=m +no_defs +type=crs
EPSG,9694,REDGEOMIN,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9695,REDGEOMIN,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9696,REDGEOMIN,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9697,REDGEOMIN / UTM zone 12S,+proj=utm +zone=12 +south +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9698,REDGEOMIN / UTM zone 18S,+proj=utm +zone=18 +south +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9699,REDGEOMIN / UTM zone 19S,+proj=utm +zone=19 +south +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9700,ETRF2000-PL,+proj=geocent +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9701,ETRF2000-PL,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9702,ETRF2000-PL,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9705,WGS 84 + MSL height,+proj=longlat +datum=WGS84 +vunits=m +no_defs +type=crs
EPSG,9707,WGS 84 + EGM96 height,+proj=longlat +datum=WGS84 +vunits=m +no_defs +type=crs
EPSG,9709,NAD83(CSRS) / UTM zone 23N,+proj=utm +zone=23 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9711,NAD83(CSRS) / UTM zone 23N + CGVD2013 height,+proj=utm +zone=23 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9712,NAD83 / UTM zone 24N,+proj=utm +zone=24 +datum=NAD83 +units=m +no_defs +type=crs
EPSG,9713,NAD83(CSRS) / UTM zone 24N,+proj=utm +zone=24 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9714,NAD83(CSRS) / UTM zone 24N + CGVD2013 height,+proj=utm +zone=24 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9715,NAD83(CSRS) / UTM zone 15N + CGVD2013a(2010) height,+proj=utm +zone=15 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9716,IGM95 / UTM zone 34N,+proj=utm +zone=34 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9721,Catania 1965 height,+vunits=m +no_defs +type=crs
EPSG,9722,Cagliari 1956 height,+vunits=m +no_defs +type=crs
EPSG,9723,ETRS89 + Genoa 1942 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9724,ETRS89 + Catania 1965 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9725,ETRS89 + Cagliari 1956 height,+proj=longlat +ellps=GRS80 +vunits=m +no_defs +type=crs
EPSG,9739,EOS21-IRF,+proj=longlat +ellps=GRS80 +no_defs +type=crs
EPSG,9741,EOS21 Grid,+proj=tmerc +lat_0=56.35 +lon_0=-2.75 +k=1 +x_0=74996.927 +y_0=133508.35 +ellps=GRS80 +units=m +no_defs +type=crs
EPSG,9742,EOS21 Grid + ODN height,+proj=tmerc +lat_0=56.35 +lon_0=-2.75 +k=1 +x_0=74996.927 +y_0=133508.35 +ellps=GRS80 +units=m +vunits=m +no_defs +type=crs
EPSG,9748,NAD83(2011) / Alabama East (ftUS),+proj=tmerc +lat_0=30.5 +lon_0=-85.8333333333333 +k=0.99996 +x_0=200000.0001016 +y_0=0 +ellps=GRS80 +units=us-ft +no_defs +type=crs
